20000 2
-1305 4527 1
-9477 1916 1
-9634 6554 1
-8860 8190 1
2232 4991 1
-7673 -6368 1
-7534 -472 1
-5152 -3467 1
-3184 -2930 1
6076 9356 1
557 5267 1
-7968 8372 1
-7406 4549 1
-7832 9138 1
-7159 3856 1
-7034 -3565 1
-3799 -525 1
-7157 -8185 1
-1535 5707 1
778 9445 1
-5985 -8328 1
-9521 -9522 1
-9337 8240 1
-9577 1312 1
-2306 3296 1
-4996 1625 1
-4133 1756 1
-7893 -7495 1
-9483 -9785 1
-361 9805 1
-8221 -5340 1
-2823 870 1
-8489 786 1
-5814 5847 1
-7478 5036 1
-7106 -7223 1
-2544 -1856 1
-296 9488 1
-305 1108 1
-4917 -5028 1
-1767 305 1
-9338 -8155 1
-8383 3089 1
5698 8954 1
-6113 -6887 1
-4938 1262 1
-6718 -8454 1
1226 9764 1
-6933 -6220 1
-5548 2078 1
-5281 -1320 1
-7954 5486 1
-5216 -3028 1
-5259 6692 1
-4041 6596 1
-8760 -9321 1
-6140 -4052 1
-9752 -7595 1
498 3146 1
-8265 -798 1
-195 6322 1
-5312 -2987 1
-3264 1518 1
-3198 -2548 1
2089 4762 1
-2555 6338 1
-8481 1605 1
-8195 -825 1
-4998 -746 1
-4128 2137 1
1699 9215 1
-5394 -6344 1
-9825 -6272 1
-5512 9375 1
-1421 9980 1
-8915 4962 1
485 6915 1
-2884 -1643 1
-1459 -1422 1
990 5719 1
-7024 2739 1
-4801 1064 1
-2918 2029 1
-7088 1047 1
-4066 2995 1
-1367 3148 1
-7550 -4598 1
-7012 -9238 1
-9176 3812 1
-9877 -7223 1
4057 9333 1
1113 9788 1
2341 7340 1
191 8478 1
-7221 9884 1
461 722 1
-8333 -6530 1
-9279 -987 1
-5892 6143 1
146 4086 1
5464 9953 1
4098 6767 1
-8541 -1131 1
-9933 5487 1
-5437 -413 1
201 7983 1
-8889 -8377 1
-4574 -5213 1
-7007 9364 1
-4258 -4339 1
-6033 -1905 1
1498 5701 1
2043 8461 1
-9098 2745 1
-9394 7489 1
546 7129 1
-1756 4033 1
-9523 8996 1
1269 7660 1
-9967 -9472 1
-3875 -5032 1
-4356 1070 1
-9600 -4663 1
-8289 7442 1
1011 7607 1
2585 8603 1
-6365 -2757 1
-4548 -1401 1
-8788 5143 1
-6170 -1993 1
-9178 -96 1
2157 6583 1
-7836 -8961 1
-1429 -29 1
4254 6641 1
4036 9545 1
-8573 -3051 1
-2499 3482 1
-2918 -144 1
-5699 -3915 1
-9247 8384 1
-5039 4272 1
-5372 6466 1
-6847 515 1
-9648 2988 1
-6424 9226 1
-5679 -2793 1
-3323 2866 1
-2481 6267 1
3114 6981 1
-3071 4753 1
-8561 6046 1
-9973 2839 1
1737 6555 1
-4794 -2913 1
-9883 -9890 1
2444 4884 1
-4982 825 1
-6454 -5600 1
-665 7539 1
-9304 -5552 1
-7993 7169 1
2544 4257 1
-7291 -8445 1
1656 5537 1
-8636 -3954 1
-7830 9643 1
-5925 4311 1
-7613 1118 1
-7747 8589 1
-3644 7770 1
-6519 -5983 1
-9446 7468 1
-546 5160 1
-9554 -1182 1
-9145 1623 1
-6109 -6139 1
-5372 -5125 1
-8605 -9377 1
-2669 2717 1
-7219 5111 1
-8374 9519 1
-8685 -6758 1
-4273 4209 1
-6311 5855 1
-6868 -9141 1
-4236 9259 1
-1792 6801 1
-8233 6980 1
-5802 -5046 1
-6732 5039 1
-6731 9952 1
-3612 1412 1
2541 7694 1
4999 7740 1
-5039 6523 1
3762 5888 1
-7102 -412 1
6178 8891 1
751 1699 1
1555 2980 1
128 2666 1
6037 9150 1
4854 8968 1
-3746 6799 1
-8958 4859 1
-4919 -5288 1
-6797 748 1
-6605 1395 1
-1749 576 1
-5542 7476 1
-2931 1053 1
-253 1777 1
-1963 9897 1
-3673 5565 1
-3577 2824 1
-7758 9048 1
-9767 -2737 1
-7297 3980 1
-8158 5842 1
-7768 7246 1
2844 7479 1
119 1349 1
-7614 -2943 1
-5082 9605 1
1872 3888 1
-6658 6784 1
-5441 -4743 1
4975 9214 1
-6706 9565 1
3946 5923 1
-614 9171 1
5610 8229 1
-2969 4371 1
-9116 -1794 1
-8216 -5857 1
-9742 -585 1
3454 8473 1
-4459 -5404 1
-8192 -3560 1
-7120 -4474 1
-4053 -4978 1
816 5942 1
1594 5120 1
-2687 301 1
-1024 8286 1
2172 6698 1
-1781 7174 1
1469 4157 1
-5309 9521 1
-111 4680 1
-8633 4715 1
-5677 7906 1
-374 7765 1
-5066 8015 1
-3691 7975 1
-6252 1746 1
-654 8144 1
-279 -68 1
-3209 2151 1
-4701 -3918 1
-3592 -4679 1
-5333 -3207 1
-8954 -5480 1
-7350 3272 1
-8653 9802 1
-9800 4870 1
-6518 4922 1
3929 9096 1
-6900 -7233 1
-1473 9604 1
-8414 4504 1
5402 8408 1
-9672 -8482 1
4387 7110 1
-2100 -1538 1
365 3753 1
-9267 516 1
-373 4303 1
-1967 -395 1
-3610 2663 1
-4781 -3798 1
-9651 -6345 1
-7903 -115 1
-3313 2729 1
-7244 -8339 1
722 7757 1
-8504 8839 1
-6373 1464 1
3989 8296 1
-172 9863 1
-2444 -580 1
513 9672 1
-394 1149 1
-4630 -960 1
-504 4115 1
-3938 6694 1
-7716 -6962 1
-9160 -8272 1
-1826 8177 1
-7341 5880 1
-5721 -1709 1
-8731 -5906 1
-6997 1006 1
-1773 8965 1
5521 9675 1
-8620 868 1
338 2239 1
-9966 706 1
-228 5429 1
-8909 -270 1
-6238 -3104 1
-8611 -7746 1
-3806 -859 1
-6156 -7569 1
-6949 4604 1
1233 3220 1
-6601 -2640 1
-709 1364 1
1336 4897 1
-4704 971 1
-4212 3644 1
-3974 4243 1
252 1423 1
-5320 1081 1
-6865 3835 1
-3834 -3304 1
-9008 -3826 1
688 7932 1
-8136 -1213 1
-1320 2347 1
-9291 -5741 1
1666 6009 1
-3173 -607 1
1480 4746 1
-4126 9697 1
-4522 8658 1
-1266 9327 1
2483 7331 1
-9107 5004 1
4219 8720 1
512 1191 1
-5560 5809 1
1047 2057 1
-6009 -7592 1
2784 4691 1
2511 5025 1
-9957 4180 1
1175 5138 1
-3797 5232 1
-8968 -9938 1
-9134 -1911 1
-4608 -2729 1
-6060 -3477 1
-5335 -419 1
-2995 -464 1
-8755 7365 1
-5983 -5720 1
-7348 3316 1
-2626 7183 1
-1721 7708 1
-7237 -9483 1
-9594 6399 1
69 4100 1
-3530 9492 1
-2483 -741 1
6514 9639 1
-6840 4796 1
-584 6130 1
1314 1946 1
-410 9976 1
-6043 9268 1
-4171 43 1
-9960 4463 1
-845 2738 1
-5216 -1172 1
-5710 8128 1
-66 9176 1
-298 1991 1
-9100 -1606 1
3087 8183 1
-1015 4139 1
-4771 2915 1
-9685 271 1
902 5271 1
-1646 5466 1
-3164 6032 1
3215 7593 1
1280 3197 1
-1397 3930 1
-2575 2297 1
-4025 7707 1
-7648 2634 1
1766 8402 1
-3430 3128 1
-8382 4161 1
-9500 2236 1
-7659 -8039 1
-9259 -5848 1
-3589 -2293 1
3334 5030 1
232 5665 1
-9277 -6468 1
2255 9249 1
-1749 3985 1
-6383 6220 1
2709 9240 1
-3318 693 1
5243 9161 1
-521 4083 1
-6935 -9302 1
-8033 -1637 1
-7322 -6935 1
-8969 6409 1
-6841 -6640 1
-3041 3336 1
-7499 -8672 1
-8355 9108 1
-9828 -689 1
-3188 -2772 1
-5028 -3544 1
-3132 4229 1
1941 4892 1
-9552 -5672 1
-7548 2490 1
-2467 2416 1
-9665 -8051 1
267 1043 1
-2864 3645 1
-4652 1889 1
-8112 -9037 1
-9500 1297 1
3260 9353 1
-8287 -5818 1
-9029 1247 1
-5418 5701 1
-3503 4015 1
-4593 2635 1
-9243 -8418 1
-5399 -5268 1
-4628 3818 1
-9271 -1467 1
-3269 5669 1
4132 6742 1
-2175 443 1
-2783 45 1
-6837 -1101 1
-5222 3740 1
-5696 2954 1
-4429 4607 1
825 8504 1
-7495 3854 1
1991 7666 1
-3718 -2522 1
4436 8335 1
1459 3122 1
-4739 7839 1
-5440 -5996 1
-9507 -8264 1
-7128 1665 1
-1091 -177 1
-5496 -828 1
-329 100 1
-3118 8761 1
-2209 9541 1
-1682 2503 1
-7097 -4333 1
-1405 -566 1
-4627 8064 1
-8191 8721 1
1209 5128 1
-5535 4591 1
1163 9452 1
-8301 7258 1
-3721 8571 1
-8668 -7247 1
-5633 -3091 1
-6773 7124 1
-8282 -6255 1
2012 4980 1
-7951 540 1
-9798 -3603 1
-3887 75 1
-3985 8086 1
-2120 -1212 1
-5752 9914 1
-6929 4732 1
-9076 1275 1
-3174 6340 1
-8858 -7883 1
-7205 -633 1
-2878 2650 1
-5051 -6774 1
-7914 -3359 1
-1211 -1546 1
2656 4833 1
-7941 9792 1
-4305 9991 1
-5393 -7430 1
-9481 6546 1
140 1288 1
86 1556 1
-2155 3247 1
-6935 9447 1
-9881 6371 1
-5370 4325 1
-7371 6780 1
-1762 7124 1
992 3372 1
519 8531 1
-5709 -2020 1
-8451 -9865 1
4734 9760 1
-1296 3832 1
-8109 -1188 1
-6435 -2578 1
-2440 -2849 1
-3171 5948 1
-1271 8039 1
-4380 5939 1
-6489 8445 1
-9910 2573 1
-5536 -2484 1
-98 1210 1
-1016 8281 1
-5566 8077 1
-9251 -976 1
-8037 -2135 1
-6239 5938 1
-4121 8130 1
4144 7401 1
-9944 -8558 1
5189 8223 1
-8143 -5326 1
-8423 3170 1
-4077 9342 1
-9501 -1480 1
441 7036 1
2082 5172 1
-2459 -2494 1
-7929 -6027 1
-7474 -3016 1
-7777 4157 1
908 7757 1
1931 2796 1
-7588 -4654 1
-5600 3861 1
-7383 7271 1
-6155 8128 1
-9913 -4478 1
-4846 9642 1
-9338 -8360 1
3947 9101 1
-9960 -6685 1
-41 7862 1
-2054 8386 1
2228 5221 1
-2264 5138 1
-7843 -1376 1
-9883 8493 1
-9022 -8476 1
-6501 9937 1
-6805 3149 1
-2038 2339 1
-5419 -1886 1
1966 4268 1
2570 7309 1
-3782 -1758 1
-8992 2753 1
-3888 794 1
5252 8383 1
-6324 -412 1
-2886 3497 1
-7544 -3317 1
-5750 -779 1
-6518 3546 1
-7454 -6826 1
-2819 -1475 1
-9016 6517 1
-801 8590 1
-8547 -8310 1
-9935 8301 1
-7409 -2086 1
-5652 4377 1
-3516 -2383 1
-2593 2659 1
-628 843 1
-3583 8494 1
-7095 849 1
-932 3869 1
-9097 -1257 1
-6422 -1484 1
-9033 3918 1
-5284 7894 1
-3245 2911 1
2952 8943 1
-9012 8026 1
262 1141 1
-9370 -4799 1
-3309 8831 1
2091 8509 1
-4611 -3086 1
-9225 7893 1
3125 9760 1
-9177 9136 1
-5303 2105 1
-987 3671 1
-1876 -1522 1
-8835 -6480 1
-9412 889 1
-4787 4587 1
-2240 909 1
829 5679 1
3339 7235 1
-2592 -2754 1
-6771 3815 1
-6460 7045 1
-7577 5268 1
-2507 399 1
-8711 5358 1
5657 9909 1
-6734 9324 1
-529 9467 1
-8285 4105 1
-5931 -4715 1
-9807 6236 1
-1105 -59 1
201 2789 1
-6119 -2091 1
-6661 5156 1
-3095 -1738 1
-9997 8672 1
-2703 1591 1
-6893 -2395 1
-9894 8545 1
-3804 -1212 1
-6911 7360 1
-2886 -2264 1
2905 5269 1
943 9262 1
-4358 -905 1
-5333 -3871 1
-7593 8465 1
-6725 6656 1
-9793 -1506 1
-6727 -4961 1
-3304 721 1
-5084 -1726 1
-7456 2089 1
-649 8371 1
-7089 -1941 1
-6412 402 1
-9644 3563 1
-5128 7648 1
-2908 3269 1
-6078 -5632 1
-9579 8214 1
-8307 -6875 1
-6364 7892 1
-9216 1564 1
-9891 6270 1
-8414 -7312 1
-4433 620 1
-6911 9586 1
-2680 -1501 1
-8480 9466 1
-9375 -1170 1
-1768 9659 1
-5124 9915 1
409 9850 1
160 4030 1
-7608 3872 1
-2737 -1964 1
-9345 6188 1
-9437 -3529 1
1502 8279 1
-9463 3271 1
1605 2763 1
-1173 7550 1
-2645 -1171 1
-9163 -9979 1
-3982 8652 1
-8717 -9017 1
-2649 7048 1
4180 7264 1
-9196 -5304 1
-9902 -4704 1
628 3575 1
-5 9384 1
560 9230 1
-3475 5966 1
-3131 4210 1
184 9566 1
-2733 -1949 1
-9177 -2177 1
3723 6724 1
-9614 -6732 1
-8758 7817 1
-4965 -2880 1
-5119 -646 1
-8207 7808 1
198 1156 1
-5742 -2891 1
-8686 6990 1
-7738 -273 1
-7632 8865 1
-7554 -1976 1
-4936 9284 1
-5626 -3670 1
-7229 9282 1
-1297 6471 1
1659 3523 1
-9374 4774 1
-9232 8638 1
-9184 1488 1
-8465 4900 1
5609 9861 1
-4687 989 1
-2702 7580 1
-4637 8399 1
-588 8004 1
3918 9719 1
-8440 -6452 1
-8288 -6147 1
-2800 7999 1
-8589 -4667 1
-6307 440 1
3483 9397 1
-7170 -6321 1
-8175 -7960 1
-9690 4861 1
-6576 2142 1
-3142 1042 1
-7515 8871 1
-5200 -7253 1
-1241 3394 1
-9378 8912 1
-1850 -1561 1
-4952 3963 1
-8725 5040 1
-4458 3423 1
-1298 1315 1
-1549 7673 1
-7142 9391 1
-8635 4582 1
793 5991 1
-2412 3134 1
-7190 -3742 1
3415 8187 1
-8867 -2172 1
2825 5770 1
-4821 -1754 1
-7347 187 1
-2963 7388 1
-7188 -3917 1
-307 7681 1
1247 5481 1
-9978 5147 1
-777 -169 1
1418 2063 1
-8021 8226 1
-103 1783 1
-5690 513 1
-5483 7560 1
4909 8273 1
-6010 -5280 1
653 5858 1
-710 295 1
2916 5444 1
-3377 9549 1
-2610 -3531 1
-5029 -4748 1
635 5219 1
-2052 6206 1
-2669 3751 1
722 2729 1
-6933 -9377 1
-7772 5903 1
-6563 4304 1
-4367 841 1
3565 9099 1
1055 8251 1
1845 2766 1
-3908 9734 1
-8083 9775 1
-9129 -9728 1
-1218 4010 1
1658 3940 1
5317 8627 1
-6011 -5370 1
-2404 89 1
-4247 7552 1
-8488 -2535 1
-6083 -4323 1
-3646 8363 1
-5947 2704 1
782 8375 1
-1190 4918 1
-5972 -984 1
286 6656 1
-3659 3312 1
-8412 7113 1
-188 755 1
138 306 1
-1230 7185 1
-3219 2149 1
-285 6172 1
-5499 -573 1
1866 8958 1
-4252 -4500 1
-8356 -7572 1
-1121 5555 1
-110 4343 1
5475 8383 1
-1384 7584 1
-7644 532 1
-4246 -1830 1
4385 6472 1
-9156 -7343 1
-4471 4686 1
-4888 8564 1
-9031 -8228 1
2513 9438 1
-3580 4998 1
-496 9836 1
-8169 -3770 1
-8486 -5113 1
-3652 4167 1
-9472 9464 1
-3672 1401 1
-702 -746 1
2985 9547 1
-3698 8763 1
-7120 -1998 1
-9715 7495 1
-6318 7733 1
-3564 5555 1
-9518 443 1
-8237 7535 1
-5092 2179 1
2108 8207 1
-9862 5046 1
-221 6032 1
-6211 -6352 1
1572 8583 1
-3939 9208 1
-6312 -3224 1
4494 7229 1
-485 3015 1
2881 4865 1
-9222 -1452 1
2749 7457 1
3195 5367 1
-9473 -7881 1
-5045 2915 1
-5267 9978 1
-3795 9644 1
-9729 1237 1
-9769 2743 1
-2896 -3689 1
-7330 -8796 1
141 2338 1
-4844 8698 1
-7523 9225 1
-7641 -4831 1
-5683 2315 1
-5061 -2561 1
-7136 8652 1
-7371 -3188 1
-3213 -4276 1
-1955 -1523 1
-8126 -5890 1
-8955 -4319 1
-1782 8109 1
1666 6000 1
-5646 -3730 1
-8687 -2408 1
-5039 4518 1
-7701 1836 1
-4979 1948 1
1825 5296 1
-7725 6608 1
-6333 1654 1
-7244 -7501 1
-6442 -8779 1
-6771 3259 1
-1813 5063 1
-6791 -8796 1
-8853 8813 1
-6181 1230 1
-925 8633 1
-4938 -1837 1
-2202 866 1
-7666 3992 1
2849 8446 1
-9751 -9653 1
997 9410 1
-7301 -4847 1
-7404 457 1
-8356 -6167 1
-968 7320 1
-3639 6435 1
-1262 -1200 1
-5890 3026 1
-1380 1010 1
-1992 -1156 1
1276 7542 1
-5695 5793 1
-7867 320 1
4660 7472 1
-8587 7130 1
-367 3967 1
356 1508 1
-2801 9474 1
-5130 2326 1
-4722 -3463 1
-6725 9344 1
-9337 5412 1
-4566 5533 1
-918 -646 1
-4312 1755 1
-7144 -3757 1
-4957 -1465 1
-5692 -7737 1
-7321 -1695 1
-5735 7381 1
-5836 2594 1
-6177 -7782 1
-6196 9326 1
-3718 -1643 1
-4024 247 1
-8386 9700 1
3157 9430 1
-109 3516 1
-8569 -5688 1
-788 6409 1
-7955 -2465 1
-6108 8432 1
-3610 376 1
-7330 3406 1
1975 7629 1
-5777 -2116 1
-5380 -7278 1
-939 250 1
-2864 -1114 1
420 3108 1
-3286 -3104 1
-4656 6562 1
4031 8328 1
-4517 8319 1
3005 8789 1
-6240 -5139 1
-8998 -8786 1
-106 1460 1
2250 6146 1
-8118 -6632 1
-2764 6295 1
379 4083 1
-6486 161 1
-663 7807 1
-5397 -2307 1
-8400 -918 1
5096 8908 1
-4894 -129 1
-6403 7121 1
2562 6347 1
-3972 8695 1
-3844 -939 1
-8138 9923 1
2472 8686 1
989 9500 1
-8226 2344 1
-1270 583 1
-8896 4162 1
-4904 -1254 1
1553 7057 1
1333 3233 1
-1301 7251 1
-6903 6087 1
-7462 5384 1
840 1781 1
-3938 -4152 1
-5386 -7393 1
-6430 4561 1
-5978 9413 1
-2455 9747 1
1402 8726 1
1555 5918 1
-6633 2940 1
-5015 -1280 1
-7575 3622 1
-8848 6271 1
-7121 5330 1
-8997 -5844 1
-6473 9870 1
-8232 1575 1
-8735 -3477 1
-8284 -9431 1
-9517 -9624 1
-8036 2372 1
-3902 7677 1
-4629 -5506 1
-8860 -1619 1
-2564 70 1
-9240 4908 1
-7569 -2828 1
-6586 -4371 1
-6272 9619 1
1361 5337 1
4199 7750 1
-6734 -8536 1
5995 8875 1
-689 7851 1
-5976 -5010 1
-6288 1399 1
-4319 -2897 1
-7132 3425 1
-4255 -1495 1
-6183 8314 1
-3695 -3451 1
-8011 -9927 1
-6904 5984 1
2687 6137 1
-8599 -5493 1
-1332 2969 1
-8315 -9112 1
-1874 5802 1
-6161 6681 1
-3879 -463 1
-6312 -6793 1
-1533 9378 1
3499 7911 1
-4979 7156 1
-7058 6655 1
-9824 -8269 1
-4297 -1109 1
-4560 7158 1
-5871 -2409 1
-7746 -1187 1
-9580 -7345 1
-1126 4164 1
-9252 4911 1
-2760 692 1
-7168 2368 1
-9783 -9207 1
-9900 6737 1
-4510 -5093 1
-9461 2228 1
-6822 -6986 1
-4899 5838 1
-9419 8040 1
-2740 1465 1
-6717 -4984 1
-9097 826 1
-4499 7378 1
4063 6441 1
-2840 1609 1
-7852 1124 1
2254 9837 1
-1161 9340 1
-6901 -2934 1
-9421 2789 1
-7355 -9504 1
-2200 -1267 1
-4709 5859 1
-9304 269 1
5045 9845 1
-4059 7496 1
-6472 9333 1
-709 3664 1
1461 6500 1
-5961 -7215 1
2954 9413 1
-9101 -4062 1
-8986 9146 1
-531 4298 1
-2257 -1734 1
-7129 -6588 1
-9536 1123 1
-8408 -7189 1
-8748 2183 1
-5288 5016 1
-7570 2273 1
2887 6031 1
-3014 1850 1
-7976 -8453 1
3286 4950 1
-2287 6509 1
224 459 1
-7337 -4837 1
-8157 -5299 1
2896 6103 1
-9234 6658 1
3796 9959 1
5927 8994 1
-1597 4971 1
-9043 3416 1
5419 9778 1
-147 8311 1
-7829 -19 1
-159 1147 1
-3661 8375 1
-7773 7026 1
-1156 -590 1
-6734 -2608 1
-5052 -5981 1
5019 9037 1
-9654 2228 1
-8808 6056 1
-5366 3561 1
-1054 2453 1
-50 2200 1
-4681 6801 1
-4328 5553 1
-5811 -5490 1
-5949 -5096 1
-9510 -6206 1
-6685 7899 1
-5669 7061 1
-2844 -1876 1
3281 9629 1
-8387 2688 1
1208 2874 1
-774 3514 1
-8434 -2781 1
-7041 6202 1
-5723 4708 1
2886 6087 1
-3760 -279 1
-297 9591 1
-9441 9543 1
-4062 -5586 1
-3908 914 1
-4666 5578 1
-2071 1027 1
-1399 -1131 1
-4832 -2188 1
-9277 2966 1
-8011 -8252 1
-6676 -2295 1
-5511 1022 1
-8822 5517 1
-6264 3033 1
-1116 2032 1
-6133 8863 1
292 6952 1
-7063 -9030 1
855 2728 1
-2342 4808 1
-3200 8636 1
-7726 3108 1
-9006 -3017 1
-6074 5051 1
-9825 -2366 1
2476 8455 1
-5185 4684 1
-1057 4493 1
-6013 -6743 1
-2918 9953 1
-4170 3401 1
-2961 3992 1
-2096 618 1
-990 198 1
-7239 1855 1
5390 8006 1
-3982 -4319 1
-7119 4 1
-9262 -4837 1
-4724 -6133 1
-2975 143 1
-349 4355 1
-1153 -985 1
-5658 9011 1
-2336 1908 1
-1940 3606 1
-1695 5972 1
2487 9154 1
-3265 4683 1
-991 3998 1
-9798 6855 1
-7678 -6534 1
-5529 -7211 1
-634 4227 1
-3293 -1086 1
-4225 6930 1
-2713 5485 1
-4928 895 1
-6603 1556 1
-6769 1879 1
-5787 6174 1
-2224 3176 1
-9908 3152 1
-7249 -1550 1
-5169 3202 1
-7553 9107 1
-3883 -4668 1
-3888 -3821 1
-4734 3913 1
-8844 5049 1
-1640 -1701 1
-5589 7053 1
-8393 8641 1
-9650 7439 1
2890 6281 1
-3677 8096 1
6484 9566 1
2313 4462 1
-9908 6046 1
-5997 -5454 1
-9964 -1586 1
901 7172 1
-6523 6985 1
605 5911 1
-977 -573 1
-6935 -584 1
-8777 5692 1
-9201 -7900 1
-5488 7538 1
-3033 9495 1
-6252 6618 1
2264 3672 1
708 9837 1
-9648 4032 1
-2315 -2636 1
-4948 9727 1
225 2077 1
-8801 3111 1
-2007 2749 1
-8879 -2410 1
-1085 8 1
-5247 -5224 1
-9761 -6874 1
-3772 8463 1
-2135 -2528 1
-9093 5853 1
-8346 515 1
-7200 -8829 1
230 1801 1
-9594 8883 1
-9117 -3699 1
-9020 -531 1
-7586 -2993 1
-6646 -4500 1
-4193 -1827 1
-2367 -2105 1
-3506 3240 1
-2847 8653 1
582 9794 1
-6622 -3544 1
-5799 5866 1
-3257 335 1
-9351 5349 1
-1554 5601 1
-8847 958 1
-212 7364 1
-6178 2305 1
-9881 -2116 1
3055 8979 1
-4969 -5304 1
4896 9589 1
-2708 -1818 1
-1163 9096 1
-7920 184 1
-6394 5348 1
-858 9903 1
-8443 -7486 1
-185 5181 1
-5316 6084 1
-1410 887 1
-9590 -9973 1
212 4692 1
-4773 8356 1
-8527 9098 1
-4313 8627 1
-2312 -3217 1
-6942 -4704 1
-4856 9664 1
-2989 -997 1
-580 2601 1
-958 4418 1
-1560 8641 1
-6858 -8588 1
-1140 4527 1
-7463 -5083 1
-6640 -4232 1
-6130 -1426 1
1208 6330 1
1714 4575 1
-5657 -1068 1
4803 8406 1
-5630 2050 1
-2695 3558 1
-1402 -1767 1
-3486 -1290 1
2939 6495 1
581 2131 1
-8475 -9466 1
-6943 -2217 1
-7123 -9673 1
-6552 -4578 1
-1475 7102 1
-9595 -2865 1
-2278 9557 1
-2530 7695 1
-440 1906 1
-4266 8926 1
-8138 9911 1
-5777 9215 1
-8992 414 1
-7043 -3848 1
-5799 3073 1
-8036 -5661 1
-2699 -1798 1
-4258 805 1
-3518 5617 1
-6444 -5034 1
-2319 6651 1
-2081 3075 1
3302 9095 1
-5136 -7217 1
-3255 9325 1
-2105 7409 1
-4180 -717 1
-4319 4777 1
411 6641 1
-4609 2290 1
-9865 8011 1
-7475 6112 1
-5554 -659 1
-5486 -661 1
-4200 8737 1
-7529 -848 1
-6363 2637 1
1340 4205 1
-6909 -5079 1
-1879 2994 1
-7820 5953 1
5361 7788 1
-5500 -344 1
-4740 5104 1
-7504 5187 1
1785 8294 1
339 5561 1
-531 8420 1
-9000 4499 1
-5923 -2823 1
-7709 7806 1
-4682 -2766 1
-1401 5235 1
-7151 -6799 1
-6753 8491 1
-9245 -3185 1
55 9409 1
-2664 -3456 1
-7200 -11 1
4475 6986 1
-6026 -6157 1
-5807 9040 1
-2581 7056 1
18 5800 1
4318 6993 1
5156 7775 1
-6774 3880 1
-5961 -5198 1
-7002 -4597 1
-5414 5071 1
-3082 7530 1
-6851 -9107 1
5608 9690 1
-6122 -209 1
-319 4464 1
-754 8261 1
-9751 207 1
-9698 -2078 1
2526 3746 1
-3660 5658 1
-7028 -4311 1
-6143 4234 1
542 9005 1
-3065 2303 1
-6878 1557 1
-9121 -2679 1
-1194 7101 1
3864 8043 1
-8382 1685 1
-7452 -3139 1
-4994 7677 1
-9608 3365 1
-7618 2553 1
-3680 4739 1
1676 5872 1
-6894 -3670 1
-3625 919 1
-5942 -3277 1
2870 4504 1
-7705 2556 1
-3637 -1152 1
-953 -285 1
-5738 -8077 1
-2134 -2385 1
-6747 -6844 1
-1321 9899 1
-4176 -1383 1
-2828 4033 1
750 6703 1
2387 7654 1
-8635 -3273 1
-2894 -1859 1
-8583 -1666 1
-6579 8581 1
-5703 -2226 1
-7475 3466 1
-2809 -2019 1
-8508 4278 1
-3589 4923 1
-1180 4344 1
2653 6025 1
-1854 6652 1
-540 5342 1
-699 7731 1
1199 9807 1
-1350 770 1
-5635 -5357 1
1096 9962 1
-7933 6313 1
-7338 8055 1
-7142 -2252 1
-5855 -364 1
-4089 -698 1
-8979 5652 1
-7498 8470 1
-4597 10 1
-5182 1237 1
-9443 4729 1
2444 3887 1
1333 7297 1
-7431 2646 1
3418 5952 1
-8224 -3036 1
-309 6624 1
-2609 9155 1
4289 6074 1
-4695 -3083 1
-3772 -1969 1
-7460 2359 1
-3926 9896 1
-5210 -656 1
-2845 -1024 1
-2188 1506 1
-959 7055 1
1885 9760 1
-4109 9727 1
2383 6001 1
-1255 3588 1
-9266 -271 1
-1082 6300 1
-5776 -5688 1
2122 7335 1
-6887 9733 1
-9015 -9101 1
-5414 8160 1
-6860 240 1
-8441 -3476 1
-9338 4560 1
-949 7385 1
-8458 2586 1
-9622 -3707 1
-4836 -789 1
-1659 -1770 1
-6984 -5456 1
-9006 5937 1
-3697 -2285 1
-6367 9761 1
-7754 3149 1
-5878 9056 1
-5061 8624 1
-7626 7779 1
-2585 481 1
-321 2624 1
717 2570 1
-6756 -7606 1
2461 9511 1
-6350 5265 1
5149 8834 1
-8443 2226 1
-7817 5107 1
2854 8179 1
-8890 7443 1
-9160 3809 1
-4089 -2953 1
-8296 4657 1
-976 1725 1
-457 9120 1
-5328 -7201 1
-4239 118 1
-3172 1216 1
-9840 -8821 1
-9227 7385 1
-809 7829 1
-4946 3133 1
-944 8214 1
-6457 1908 1
-3212 4424 1
-5309 -1991 1
128 1799 1
-8560 8344 1
-8906 -9774 1
-7505 4588 1
-9552 -768 1
-4052 -2506 1
-4245 -4245 1
-2968 2701 1
-6395 5915 1
-7131 -4265 1
-4627 -3016 1
-1850 1014 1
-3895 -1278 1
-3007 1677 1
-795 -151 1
-4409 8307 1
-9223 -9273 1
-1768 7787 1
-6911 4317 1
-938 909 1
-1936 5960 1
-9931 -9613 1
-8912 -642 1
-7221 6474 1
-7353 9537 1
2252 6190 1
-5627 -5069 1
-3190 7538 1
-394 7600 1
-1481 1875 1
-8049 -1564 1
830 2795 1
4120 8885 1
-4345 -3846 1
-8941 -6037 1
-7802 9711 1
-8462 -5455 1
1959 9311 1
-2997 6153 1
-8542 -7630 1
-2198 7684 1
1150 1884 1
-1166 5961 1
-4923 -935 1
-1236 7596 1
-7478 -7064 1
-8329 -3419 1
-3369 9682 1
4367 7841 1
4468 7460 1
-2123 7866 1
-5322 -3937 1
-9409 4073 1
-3677 -1983 1
-8803 -2344 1
-4693 3690 1
-7776 -8612 1
3657 8810 1
-7304 316 1
-4730 1422 1
